rule_id,jurisdiction,framework,authority,source_id,official_document,citation,paragraph,content_area,requirement_type,requirement_title,requirement_summary,entity_type,applicability_condition,applicability_condition_machine,required_action,required_data,required_evidence,reporting_period_rule,deadline_rule,assurance_requirement,transition_relief,concept_layer,international_standard_version,taiwan_recognised_version,international_effective_date,taiwan_recognition_date,taiwan_status,publication_date,source_version,rule_effective_from,rule_effective_to,rule_status,supersedes_rule_id,superseded_by_rule_id,last_verified_at,product_support_status,verification_status,version,notes
ifrs_s1_commercial_sensitivity,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Commercially sensitive information,standard_requirement,Commercially sensitive information,IFRS S1 topic 'Commercially sensitive information' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s1_transition,INTL,IFRS_S1,ISSB,src_issb_ifrs_s1_2023,IFRS S1,IFRS S1 official page / standard,TBD,Transition,standard_requirement,Transition provisions,IFRS S1 topic 'Transition provisions' registered for coverage.,other,Entities applying IFRS S1,applies_ifrs_s1=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S1_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S1_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_governance,INTL,IFRS_S2,ISSB,src_issb_s1_s2_mapping_education,IFRS S2 (official education mapping anchors),IFRS S2.5–6,5–6,Governance,core_content,Governance (S2.5–6),Official public mapping identifies IFRS S2 anchors around 5–6. Full Standard text not stored.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Verify against licensed IFRS S2 text,climate information,climate disclosures,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_strategy,INTL,IFRS_S2,ISSB,src_issb_s1_s2_mapping_education,IFRS S2 (official education mapping anchors),IFRS S2.8–9+,8–9+,Strategy,core_content,Strategy (S2.8–9+),Official public mapping identifies IFRS S2 anchors around 8–9+. Full Standard text not stored.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Verify against licensed IFRS S2 text,climate information,climate disclosures,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_risk_management,INTL,IFRS_S2,ISSB,src_issb_s1_s2_mapping_education,IFRS S2 (official education mapping anchors),IFRS S2.24–25,24–25,Risk Management,core_content,Risk Management (S2.24–25),Official public mapping identifies IFRS S2 anchors around 24–25. Full Standard text not stored.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Verify against licensed IFRS S2 text,climate information,climate disclosures,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_metrics_targets,INTL,IFRS_S2,ISSB,src_issb_s1_s2_mapping_education,IFRS S2 (official education mapping anchors),IFRS S2.27+,27+,Metrics & Targets,core_content,Metrics & Targets (S2.27+),Official public mapping identifies IFRS S2 anchors around 27+. Full Standard text not stored.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Verify against licensed IFRS S2 text,climate information,climate disclosures,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_objective,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,public_locator,Objective,standard_requirement,Objective / scope,IFRS S2 topic 'Objective / scope' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,PARTIAL,3A.2,
ifrs_s2_physical_risks,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,public_locator,Physical risks,standard_requirement,Climate-related physical risks,IFRS S2 topic 'Climate-related physical risks' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,PARTIAL,3A.2,
ifrs_s2_transition_risks,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,public_locator,Transition risks,standard_requirement,Climate-related transition risks,IFRS S2 topic 'Climate-related transition risks' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,PARTIAL,3A.2,
ifrs_s2_opportunities,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,public_locator,Opportunities,standard_requirement,Climate-related opportunities,IFRS S2 topic 'Climate-related opportunities' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,PARTIAL,3A.2,
ifrs_s2_scope1,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,public_locator,GHG emissions,standard_requirement,Scope 1,IFRS S2 topic 'Scope 1' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,PARTIAL,3A.2,
ifrs_s2_scope2,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,public_locator,GHG emissions,standard_requirement,Scope 2,IFRS S2 topic 'Scope 2' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,PARTIAL,3A.2,
ifrs_s2_scope3,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,public_locator,GHG emissions,standard_requirement,Scope 3,IFRS S2 topic 'Scope 3' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,ACTIVE,,,2026-08-12,IN_V1_SCOPE,PARTIAL,3A.2,
ifrs_s2_business_model_value_chain,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Strategy,standard_requirement,Business model and value chain,IFRS S2 topic 'Business model and value chain' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_strategy_decision_making,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Strategy,standard_requirement,Strategy and decision-making,IFRS S2 topic 'Strategy and decision-making' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_transition_plan,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Strategy,standard_requirement,Transition plans,IFRS S2 topic 'Transition plans' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_current_financial_effects,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Financial effects,standard_requirement,Current financial effects,IFRS S2 topic 'Current financial effects' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_anticipated_financial_effects,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Financial effects,standard_requirement,Anticipated financial effects,IFRS S2 topic 'Anticipated financial effects' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_climate_resilience,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Climate resilience,standard_requirement,Climate resilience,IFRS S2 topic 'Climate resilience' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_scenario_analysis,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Climate resilience,standard_requirement,Scenario analysis,IFRS S2 topic 'Scenario analysis' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_cross_industry_metrics,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Metrics & Targets,standard_requirement,Cross-industry metrics,IFRS S2 topic 'Cross-industry metrics' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_industry_metrics,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Industry-based metrics,standard_requirement,Industry-based metrics,IFRS S2 topic 'Industry-based metrics' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_climate_targets,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Metrics & Targets,standard_requirement,Climate targets,IFRS S2 topic 'Climate targets' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_capital_deployment,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Metrics & Targets,standard_requirement,Capital deployment,IFRS S2 topic 'Capital deployment' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_internal_carbon_price,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Metrics & Targets,standard_requirement,Internal carbon price,IFRS S2 topic 'Internal carbon price' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_executive_remuneration,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Metrics & Targets,standard_requirement,Executive remuneration,IFRS S2 topic 'Executive remuneration' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_transition_provisions,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_2023,IFRS S2,IFRS S2 official page / standard,TBD,Transition,standard_requirement,Transition provisions,IFRS S2 topic 'Transition provisions' registered for coverage.,other,Entities applying IFRS S2,applies_ifrs_s2=true,Manual verification if access-limited,TBD,TBD,,,,,INTERNATIONAL_IFRS,IFRS_S2_2023,only_if_announced_on_SFB_download_area,2024-01-01,,RECOGNITION_VIA_TAIWAN_ORDERS_PORTAL,2023-06-26,IFRS_S2_2023,2024-01-01,,UNVERIFIED,,,2026-08-12,IN_V1_SCOPE,REQUIRES_MANUAL_IFRS_ACCESS,3A.2,
ifrs_s2_ghg_amendments_2025_international,INTL,IFRS_S2,ISSB,src_issb_ifrs_s2_ghg_amendments_2025,Amendments to Greenhouse Gas Emissions Disclosures (Amendments to IFRS S2),ISSB project page — issued Dec 2025,TBD,GHG emissions,amendment,2025 Amendments to GHG emissions disclosures in IFRS S2,International amendment supporting application of specific GHG disclosure requirements in IFRS S2; effective for annual reporting periods beginning on or after 1 January 2027; early application permitted. Consequential SASB alignment amendments also issued.,other,International IFRS S2 applicants from 2027 (or earlier if elected),report_period_start >= 2027-01-01 OR early_apply_s2_ghg_amendments=true,Assess internationally; do not assume Taiwan recognition,current GHG disclosure approach,impact assessment,,,,,INTERNATIONAL_IFRS,IFRS_S2_2025_GHG_Amendments,,2027-01-01,,NOT_YET_VERIFIED,2025-12-01,2025-12,2027-01-01,,FUTURE,,,2026-08-12,IN_V1_SCOPE,PARTIAL,3A.2,International version verified at project-page level. taiwan_status=NOT_YET_VERIFIED — do not auto-activate for Taiwan.
